"scientific_name","scientific_name_type","kingdom","establishment_means","is_invasive","occurrence_status","checklist.name","checklist.iso_countrycode_alpha3","accepted_name.species","accepted_name.kingdom","accepted_name.phylum","accepted_name.class","accepted_name.order","accepted_name.family","accepted_name.habitat","accepted_name"
"Swietenia macrophylla King","species","Plantae","alien","null","present","Niue","NIU","Swietenia macrophylla","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Meliaceae","[""terrestrial""]",
"Bidens pilosa L.","species","Plantae","alien","invasive","present","Niue","NIU","Bidens pilosa","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","[""terrestrial""]",
"Momordica charantia L.","species","Plantae","alien","invasive","present","Niue","NIU","Momordica charantia","Plantae","Tracheophyta","Magnoliopsida","Cucurbitales","Cucurbitaceae","[""terrestrial""]",
"Ipomoea quamoclit L.","species","Plantae","alien","null","present","Niue","NIU","Ipomoea quamoclit","Plantae","Tracheophyta","Magnoliopsida","Solanales","Convolvulaceae","[""terrestrial""]",
"Vanilla planifolia Andrews","species","Plantae","alien","invasive","present","Niue","NIU","Vanilla planifolia","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","[""terrestrial""]",
"Gallus gallus Linnaeus, 1758","species","Animalia","alien","invasive","present","Niue","NIU","Gallus gallus","Animalia","Chordata","Aves","Galliformes","Phasianidae","[""terrestrial""]",
"Crotalaria pallida Aiton","species","Plantae","alien","null","present","Niue","NIU","Crotalaria pallida","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","[""terrestrial""]",
"Malvastrum coromandelianum (L.) Garcke","species","Plantae","alien","null","present","Niue","NIU","Malvastrum coromandelianum","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","[""terrestrial""]",
"Brachiaria distachya (L.) Stapf","species","Plantae","alien","invasive","present","Niue","NIU","Brachiaria distachya","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","[""terrestrial""]",
"Hemidactylus frenatus Duméril & Bibron, 1836","species","Animalia","alien","null","present","Niue","NIU","Hemidactylus frenatus","Animalia","Chordata","Reptilia","Squamata","Gekkonidae","[""terrestrial""]",
"Euphorbia tithymaloides L.","species","Plantae","alien","invasive","present","Niue","NIU","Euphorbia tithymaloides","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","[""terrestrial""]",
