"scientific_name","scientific_name_type","kingdom","establishment_means","is_invasive","occurrence_status","checklist.name","checklist.iso_countrycode_alpha3","accepted_name.species","accepted_name.kingdom","accepted_name.phylum","accepted_name.class","accepted_name.order","accepted_name.family","accepted_name.habitat","accepted_name"
"Deschampsia cespitosa (L.) P.Beauv.","species","Plantae","alien","null","present","South Africa","ZAF","Deschampsia cespitosa","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","[""terrestrial""]",
"Dichanthium aristatum (Poir.) C.E.Hubb.","species","Plantae","alien","null","present","South Africa","ZAF","Dichanthium aristatum","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","[""terrestrial""]",
"Eucalyptus tereticornis Sm.","species","Plantae","alien","invasive","present","South Africa","ZAF","Eucalyptus tereticornis","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Myrtaceae","[""terrestrial""]",
"Malvaviscus arboreus Cav.","species","Plantae","alien","null","present","South Africa","ZAF","Malvaviscus arboreus","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","[""terrestrial""]",
"Janua pagenstecheri (Quatrefages, 1866)","species","Animalia","alien","null","present","South Africa","ZAF","Janua pagenstecheri","Animalia","Annelida","Polychaeta","Sabellida","Serpulidae","[""marine""]",
"Torilis nodosa","species","Plantae","alien","null","present","South Africa","ZAF","Torilis nodosa","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","[""terrestrial""]",
"Myoporum insulare R. Br.","species","Plantae","alien","invasive","present","South Africa","ZAF","Myoporum insulare","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Scrophulariaceae","[""terrestrial""]",
"Tagetes minuta L.","species","Plantae","alien","invasive","present","South Africa","ZAF","Tagetes minuta","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","[""terrestrial""]",
"Chlamydosaurus kingii Gray, 1825","species","Animalia","alien","null","present","South Africa","ZAF","Chlamydosaurus kingii","Animalia","Chordata","Reptilia","Squamata","Agamidae","[""terrestrial""]",
"Cestrum diurnum L.","species","Plantae","alien","null","present","South Africa","ZAF","Cestrum diurnum","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","[""terrestrial""]",
